ID,Site,Length,Width,Thickness,Other typologies,Angle 1,Angle 2,Angle 3,Angle 4,Angle 5,Bow,Area,Long base,Short base,Campaign,Layer,Colour,Distal side length,Proximal side length,Date,Date BP,Calibrated date,Sd Date BP,Direction bow,Direction short base,Direction distal side,Direction proximal side,Excavated by,Extension bow,Extension short base,Extension distal side,Extension proximal side,Phase,Reliability,Broad Shape,Type Fortea,Type García-Puchol,Type Juan-Cabanilles,Original museum ID,Location museum ID,Inclination bow,Inclination short base,Inclination distal side,Inclination proximal side,Shape Proximal,Reliability proximal,Shape distal,Reliability distal,Shape short base,Reliability short base,Shape bow,Reliability bow,Raw material,Microburin,Archaeological level,Comments,Outline vertex,Orientation,Grid,Residual retouch,Sector,Symmetry,Sub-grid,Location,X,Y,Z,Vertex,X_geo,Y_geo,Z_geo
448,Cueva de la Cocina,1.58,0.76,0.17,,45.16,33.3,145.13,136.41,0,0,0.72,1.96,0.45,1942,8,Gris,1.16,0.79,6/3/2018,,,,No escau,Inexistent,Directa,Directa,Pericot,No escau,Inexistent,Continu,Continu,,91.24,Trapezi,G5. Trapecio con un lado cóncavo,TRa 9.1.4 Trapecio con un lado cóncavo,G8. Trapecio con lado(s) cóncavo(s),987,120392,No escau,Inexistent,Abrupte,Abrupte,Concau,Complet,Còncau suau,Incomplet,Inexistent,Complet,No escau,No escau,Sílex Rubefactat,No,,,NA,Esquerra,,Si,B,No,,SIP,,,,Taprezoidal,,,
449,Cueva de la Cocina,1.64,0.8,0.27,,48.91,51.59,130.64,128.85,0,0,0.75,1.61,0.39,1942,8,Rosa,0.94,0.98,6/3/2018,,,,No escau,Inexistent,Directa,Directa,Pericot,No escau,Inexistent,Continu,Continu,,100,Trapezi,G6. Trapecio con dos lados cóncavos,TRa 9.1.5 Trapecio con dos lados cóncavos,G8. Trapecio con lado(s) cóncavo(s),987,120392,No escau,Inexistent,Abrupte,Abrupte,Concau alt,Complet,Convex suau,Complet,Inexistent,Complet,No escau,No escau,Sílex Salva,No,,,NA,Dreta,,No,B,Sí,,SIP,,,,Taprezoidal,,,
450,Cueva de la Cocina,1.62,0.65,0.24,,51.69,47.15,129.25,131.91,0,0,0.71,1.75,0.74,1942,8,Crema,0.81,0.74,6/3/2018,,,,No escau,Inexistent,Directa,Directa,Pericot,No escau,Inexistent,Continu,Continu,,94.51,Trapezi,G6. Trapecio con dos lados cóncavos,TRa 9.1.5 Trapecio con dos lados cóncavos,G8. Trapecio con lado(s) cóncavo(s),987,120392,No escau,Inexistent,Abrupte,Abrupte,Concau,Incomplet,Còncau suau,Complet,Inexistent,Complet,No escau,No escau,Sílex,No,,,NA,Esquerra,,No,B,Sí,,SIP,,,,Taprezoidal,,,
451,Cueva de la Cocina,1.65,0.83,0.32,,59.39,37.81,130.42,132.38,0,0,0.8,1.66,0.41,1942,8,Melat,1.13,0.73,6/3/2018,,,,No escau,Inexistent,Directa,Directa,Pericot,No escau,Inexistent,Continu,Continu,,100,Trapezi,G6. Trapecio con dos lados cóncavos,TRa 9.1.5 Trapecio con dos lados cóncavos,G8. Trapecio con lado(s) cóncavo(s),987,120392,No escau,Inexistent,Abrupte,Abrupte,Concau,Complet,Convex pronunciat,Complet,Inexistent,Complet,No escau,No escau,Sílex Rubefactat,No,,,NA,Esquerra,,No,B,No,,SIP,,,,Taprezoidal,,,
452,Cueva de la Cocina,1.81,0.79,0.26,,39.96,55.12,129.92,135,0,0,0.84,1.83,0.52,1942,8,Gris,0.78,1.14,6/3/2018,,,,No escau,Inexistent,Directa,Directa,Pericot,No escau,Inexistent,Continu,Continu,,100,Trapezi,G3. Trapecio asimétrico,TRa 9.1.2 Trapecio asimétrico,G6. Trapecio asimétrico,987,120392,No escau,Inexistent,Abrupte,Abrupte,Rectilini,Complet,Rectilini regular,Complet,Inexistent,Complet,No escau,No escau,Sílex Juràssic,No,,,NA,Dreta,,No,B,No,,SIP,,,,Taprezoidal,,,
453,Cueva de la Cocina,1.58,1.02,0.22,,63.88,47.47,129.15,119.5,0,0,0.95,1.6,0.44,1942,8,Gris,1.18,0.86,6/3/2018,,,,No escau,Inexistent,Directa,Directa,Pericot,No escau,Inexistent,Continu,Continu,,100,Trapezi,G3. Trapecio asimétrico,TRa 9.1.2 Trapecio asimétrico,G6. Trapecio asimétrico,987,120392,No escau,Inexistent,Abrupte,Abrupte,Rectilini,Complet,Còncau suau,Complet,Inexistent,Complet,No escau,No escau,Sílex Serpis,No,,,NA,Esquerra,,Si,B,No,,SIP,,,,Taprezoidal,,,
454,Cueva de la Cocina,2.14,0.86,0.19,,68.77,28.35,114.08,148.8,0,0,1.12,2.47,0.72,1942,8,Gris,1.65,0.8,6/3/2018,,,,No escau,Inexistent,Directa,Directa,Pericot,No escau,Inexistent,Continu,Continu,,93.87,Trapezi,G6. Trapecio con dos lados cóncavos,TRa 9.1.5 Trapecio con dos lados cóncavos,G8. Trapecio con lado(s) cóncavo(s),987,120392,No escau,Inexistent,Abrupte,Abrupte,Concau,Incomplet,Còncau pronunciat,Incomplet,Inexistent,Complet,No escau,No escau,Sílex,No,,,NA,Esquerra,,No,B,No,,SIP,,,,Taprezoidal,,,
455,Cueva de la Cocina,1.64,0.98,0.32,,63.19,31.43,124.93,140.44,0,0,0.92,2.16,0.25,1942,8,Crema,1.73,0.97,6/3/2018,,,,No escau,Inexistent,Directa,Directa,Pericot,No escau,Inexistent,Continu,Continu,,90.05,Trapezi,G6. Trapecio con dos lados cóncavos,TRa 9.1.5 Trapecio con dos lados cóncavos,G8. Trapecio con lado(s) cóncavo(s),987,120392,No escau,Inexistent,Abrupte,Abrupte,Concau,Incomplet,Irregular,Incomplet,Inexistent,Complet,No escau,No escau,Sílex,No,,,NA,Esquerra,,No,B,No,,SIP,,,,Taprezoidal,,,
456,Cueva de la Cocina,2.01,0.81,0.23,,67.29,32.28,109.63,150.8,0,0,0.92,2.04,0.64,1942,8,Crema,1.3,0.79,6/3/2018,,,,No escau,Inexistent,Directa,Directa,Pericot,No escau,Inexistent,Continu,Continu,,100,Trapezi,G5. Trapecio con un lado cóncavo,TRa 9.1.4 Trapecio con un lado cóncavo,G8. Trapecio con lado(s) cóncavo(s),987,120392,No escau,Inexistent,Abrupte,Abrupte,Rectilini,Complet,Convex suau baix,Complet,Inexistent,Complet,No escau,No escau,Sílex,No,,,NA,Esquerra,,No,B,No,,SIP,,,,Taprezoidal,,,
457,Cueva de la Cocina,1.78,0.53,0.24,,44.4,25.14,138.7,151.76,0,0,0.6,1.75,0.41,1942,8,Rosa,1.02,0.59,6/3/2018,,,,No escau,Inexistent,Directa,Directa,Pericot,No escau,Inexistent,Continu,Continu,,100,Trapezi,G7. Trapecio con un lado convexo,TRa 9.1.6 Trapecio con un lado convexo,G10. Trapecio con lado(s) convexo(s),987,120392,No escau,Inexistent,Abrupte,Abrupte,Rectilini,Complet,Convex pronunciat,Complet,Inexistent,Complet,No escau,No escau,Sílex Rubefactat,No,,,NA,Esquerra,,No,B,No,,SIP,,,,Taprezoidal,,,
458,Cueva de la Cocina,1.51,0.63,0.13,,38.46,53.86,133.82,133.86,0,0,0.58,1.52,0.51,1942,8,Rosa,0.58,0.86,6/3/2018,,,,No escau,Inexistent,Directa,Directa,Pericot,No escau,Inexistent,Continu,Continu,,100,Trapezi,G5. Trapecio con un lado cóncavo,TRa 9.1.4 Trapecio con un lado cóncavo,G8. Trapecio con lado(s) cóncavo(s),987,120392,No escau,Inexistent,Abrupte,Abrupte,Rectilini,Complet,Rectilini regular,Complet,Inexistent,Complet,No escau,No escau,Sílex Rubefactat,No,,,NA,Dreta,,No,B,No,,SIP,,,,Taprezoidal,,,
459,Cueva de la Cocina,1.35,0.98,0.16,,74.94,50.89,121.86,112.31,0,0,0.75,1.36,0.45,1942,8,Blanc,1.16,0.8,6/3/2018,,,,No escau,Inexistent,Directa,Directa,Pericot,No escau,Inexistent,Continu,Continu,,100,Trapezi,G5. Trapecio con un lado cóncavo,TRa 9.1.4 Trapecio con un lado cóncavo,G8. Trapecio con lado(s) cóncavo(s),987,120392,No escau,Inexistent,Abrupte,Abrupte,Rectilini,Complet,Còncau alt,Complet,Inexistent,Complet,No escau,No escau,Sílex,No,,,NA,Esquerra,,No,B,No,,SIP,,,,Taprezoidal,,,
460,Cueva de la Cocina,2.34,0.93,0.23,,26.8,37.2,166.99,129.01,0,0,1.28,3.03,0.63,1942,8,Marrò,1.36,1.5,6/3/2018,,,,No escau,Inexistent,Directa,Directa,Pericot,No escau,Inexistent,Continu,Continu,,89.53,Trapezi,G5. Trapecio con un lado cóncavo,TRa 9.1.4 Trapecio con un lado cóncavo,G8. Trapecio con lado(s) cóncavo(s),817,120393,No escau,Inexistent,Abrupte,Abrupte,Concau,Incomplet,Còncau,Complet,Inexistent,Complet,No escau,No escau,Sílex Rubefactat,No,,,NA,Esquerra,,No,B,No,,SIP,,,,Taprezoidal,,,
461,Cueva de la Cocina,2.14,0.91,0.2,,43.75,30.44,137.6,148.21,0,0,1.08,2.14,0.29,1942,8,Melat,1.33,0.97,6/3/2018,,,,No escau,Inexistent,Directa,Directa,Pericot,No escau,Inexistent,Continu,Continu,,100,Trapezi,G5. Trapecio con un lado cóncavo,TRa 9.1.4 Trapecio con un lado cóncavo,G8. Trapecio con lado(s) cóncavo(s),817,120393,No escau,Inexistent,Abrupte,Abrupte,Concau,Complet,Còncau,Complet,Inexistent,Complet,No escau,No escau,Sílex Rubefactat,No,,,NA,Esquerra,,No,B,No,,SIP,,,,Taprezoidal,,,
462,Cueva de la Cocina,1.97,0.96,0.17,,33.53,56.84,146.7,122.92,0,0,1.03,1.94,0.23,1942,8,Blanc,0.95,1.43,6/3/2018,,,,No escau,Inexistent,Directa,Directa,Pericot,No escau,Inexistent,Continu,Continu,,100,Trapezi,G3. Trapecio asimétrico,TRa 9.1.2 Trapecio asimétrico,G6. Trapecio asimétrico,817,120393,No escau,Inexistent,Abrupte,Abrupte,Rectilini,Complet,Còncau suau,Complet,Inexistent,Complet,No escau,No escau,Sílex,No,,,NA,Dreta,,No,B,No,,SIP,,,,Taprezoidal,,,
463,Cueva de la Cocina,1.75,0.86,0.21,,62.4,35.75,114.3,147.55,0,0,0.81,1.76,0.43,1942,8,Melat,1.18,0.81,6/3/2018,,,,No escau,Inexistent,Directa,Directa,Pericot,No escau,Inexistent,Continu,Continu,,100,Trapezi,G5. Trapecio con un lado cóncavo,TRa 9.1.4 Trapecio con un lado cóncavo,G8. Trapecio con lado(s) cóncavo(s),817,120393,No escau,Inexistent,Abrupte,Abrupte,Rectilini,Complet,Còncau,Complet,Inexistent,Complet,No escau,No escau,Sílex Rubefactat,No,,,NA,Esquerra,,No,B,No,,SIP,,,,Taprezoidal,,,
464,Cueva de la Cocina,2.02,0.94,0.24,,52.71,33.83,128.51,144.95,0,0,1.14,2.41,0.45,1942,8,Melat,1.57,1.09,6/3/2018,,,,No escau,Inexistent,Alternant,Inversa,Pericot,No escau,Inexistent,Continu,Continu,,94.3,Trapezi,G5. Trapecio con un lado cóncavo,TRa 9.1.4 Trapecio con un lado cóncavo,G8. Trapecio con lado(s) cóncavo(s),817,120393,No escau,Inexistent,Abrupte,Abrupte,Concau,Incomplet,Còncau suau alt,Incomplet,Inexistent,Complet,No escau,No escau,Sílex Rubefactat,No,,,NA,Esquerra,,No,B,No,,SIP,,,,Taprezoidal,,,
465,Cueva de la Cocina,2.23,0.94,0.27,,39.66,44.89,137.83,137.61,0,0,1.18,2.27,0.54,1942,8,Gris,1.1,1.25,6/3/2018,,,,No escau,Inexistent,Directa,Directa,Pericot,No escau,Inexistent,Continu,Continu,,100,Trapezi,G5. Trapecio con un lado cóncavo,TRa 9.1.4 Trapecio con un lado cóncavo,G8. Trapecio con lado(s) cóncavo(s),817,120393,No escau,Inexistent,Abrupte,Abrupte,Rectilini,Complet,Còncau,Complet,Inexistent,Complet,No escau,No escau,Sílex Juràssic,No,,,NA,Dreta,,Si,B,No,,SIP,,,,Taprezoidal,,,
466,Cueva de la Cocina,2.19,0.96,0.23,,41.61,50.42,127.25,140.72,0,0,1.19,2.19,0.66,1942,8,Crema,0.93,1.27,6/3/2018,,,,No escau,Inexistent,Directa,Directa,Pericot,No escau,Inexistent,Continu,Continu,,100,Trapezi,G5. Trapecio con un lado cóncavo,TRa 9.1.4 Trapecio con un lado cóncavo,G8. Trapecio con lado(s) cóncavo(s),817,120393,No escau,Inexistent,Abrupte,Abrupte,Rectilini,Complet,Còncau,Complet,Inexistent,Complet,No escau,No escau,Sílex,No,,,NA,Dreta,,Si,B,No,,SIP,,,,Taprezoidal,,,
467,Cueva de la Cocina,2,0.88,0.19,,63.48,43.8,120.26,132.46,0,0,1.07,2,0.79,1942,8,Melat,1.16,0.84,6/3/2018,,,,No escau,Inexistent,Directa,Directa,Pericot,No escau,Inexistent,Continu,Continu,,100,Trapezi,G5. Trapecio con un lado cóncavo,TRa 9.1.4 Trapecio con un lado cóncavo,G8. Trapecio con lado(s) cóncavo(s),817,120393,No escau,Inexistent,Abrupte,Abrupte,Concau,Complet,Convex,Complet,Inexistent,Complet,No escau,No escau,Sílex Rubefactat,No,,,NA,Esquerra,,No,B,No,,SIP,,,,Taprezoidal,,,
468,Cueva de la Cocina,2.09,0.8,0.27,,29.47,32.7,154.84,142.99,0,0,1.06,2.73,0.35,1942,8,Mel clar,1.35,1.43,6/3/2018,,,,No escau,Inexistent,Directa,Directa,Pericot,No escau,Inexistent,Continu,Continu,,86.35,Trapezi,G2. Trapecio simétrico,TRa 9.1.1 Trapecio simétrico,G5. Trapecio simétrico,817,120393,No escau,Inexistent,Abrupte,Abrupte,Rectilini,Incomplet,Còncau suau,Complet,Inexistent,Complet,No escau,No escau,Sílex Rubefactat,No,,,NA,Esquerra,,No,B,No,,SIP,,,,Taprezoidal,,,
469,Cueva de la Cocina,1.73,0.87,0.31,,62.13,31.21,123.66,143,0,0,1.06,2.37,0.6,1942,8,Melat,1.6,0.87,6/3/2018,,,,No escau,Inexistent,Directa,Directa,Pericot,No escau,Inexistent,Continu,Continu,,84.42,Trapezi,G5. Trapecio con un lado cóncavo,TRa 9.1.4 Trapecio con un lado cóncavo,G8. Trapecio con lado(s) cóncavo(s),846,120405,No escau,Inexistent,Abrupte,Abrupte,Rectilini,Complet,Còncau,Incomplet,Inexistent,Complet,No escau,No escau,Sílex Marró Opac Granulós,No,,Té restes de colorant roig,NA,Esquerra,,No,C,No,,SIP,,,,Taprezoidal,,,
470,Cueva de la Cocina,1.34,0.96,0.2,,52.47,73.7,118.63,115.2,0,0,0.78,1.34,0.46,1942,8,Blanc,0.82,1.08,6/3/2018,,,,No escau,Inexistent,Directa,Directa,Pericot,No escau,Inexistent,Continu,Continu,,100,Trapezi,G5. Trapecio con un lado cóncavo,TRa 9.1.4 Trapecio con un lado cóncavo,G8. Trapecio con lado(s) cóncavo(s),846,120405,No escau,Inexistent,Abrupte,Abrupte,Rectilini,Complet,Còncau suau,Complet,Inexistent,Complet,No escau,No escau,Sílex Local Cocina,No,,Té restes de colorant roig,NA,Dreta,,No,C,No,,SIP,,,,Taprezoidal,,,
471,Cueva de la Cocina,1.88,0.84,0.18,,47.74,52.11,132.88,127.27,0,0,1.02,1.98,0.96,1942,8,Melat,0.78,0.81,6/3/2018,,,,No escau,Inexistent,Directa,Directa,Pericot,No escau,Inexistent,Continu,Continu,,95.93,Trapezi,G6. Trapecio con dos lados cóncavos,TRa 9.1.5 Trapecio con dos lados cóncavos,G8. Trapecio con lado(s) cóncavo(s),846,120405,No escau,Inexistent,Abrupte,Abrupte,Concau,Complet,Rectilini regular,Incomplet,Inexistent,Complet,No escau,No escau,Sílex Local Cocina,No,,Té restes de colorant roig,NA,Dreta,,No,C,Sí,,SIP,,,,Taprezoidal,,,
472,Cueva de la Cocina,1.58,0.76,0.13,,70.37,24.46,117.77,147.4,0,0,0.76,2.02,0.45,1942,8,Rosa,1.51,0.6,6/3/2018,,,,No escau,Inexistent,Directa,Directa,Pericot,No escau,Inexistent,Continu,Continu,,91.01,Trapezi,G6. Trapecio con dos lados cóncavos,TRa 9.1.5 Trapecio con dos lados cóncavos,G8. Trapecio con lado(s) cóncavo(s),846,120405,No escau,Inexistent,Abrupte,Abrupte,Concau,Complet,Còncau pronunciat,Incomplet,Inexistent,Complet,No escau,No escau,Sílex Local Cocina,No,,Té restes de colorant roig,NA,Esquerra,,No,C,No,,SIP,,,,Taprezoidal,,,
473,Cueva de la Cocina,1.71,0.75,0.24,,53.09,39.69,131.82,135.4,0,0,0.75,1.75,0.42,1942,8,Gris,1.09,0.83,6/3/2018,,,,No escau,Inexistent,Directa,Directa,Pericot,No escau,Inexistent,Continu,Continu,,100,Trapezi,G2. Trapecio simétrico,TRa 9.1.1 Trapecio simétrico,G5. Trapecio simétrico,846,120405,No escau,Inexistent,Abrupte,Abrupte,Concau,Complet,Convex suau baix,Complet,Inexistent,Complet,No escau,No escau,Sílex Juràssic,No,,,NA,Esquerra,,No,C,No,,SIP,,,,Taprezoidal,,,
474,Cueva de la Cocina,2.2,0.92,0.23,,45.04,37.21,136.38,141.38,0,0,1.02,2.21,0.49,1942,8,Melat,1.24,1.04,6/3/2018,,,,No escau,Inexistent,Directa,Directa,Pericot,No escau,Inexistent,Continu,Continu,,100,Trapezi,G2. Trapecio simétrico,TRa 9.1.1 Trapecio simétrico,G5. Trapecio simétrico,845,120405,No escau,Inexistent,Abrupte,Abrupte,Rectilini,Complet,Còncau,Complet,Inexistent,Complet,No escau,No escau,Sílex Marró Opac Granulós,No,,,NA,Esquerra,,No,C,No,,SIP,,,,Taprezoidal,,,
475,Cueva de la Cocina,1.81,0.83,0.29,,45.35,36.27,140.55,137.82,0,0,0.81,1.81,0.4,1942,8,Gris,1.05,0.82,6/3/2018,,,,No escau,Inexistent,Directa,Directa,Pericot,No escau,Inexistent,Continu,Continu,,100,Trapezi,G6. Trapecio con dos lados cóncavos,TRa 9.1.5 Trapecio con dos lados cóncavos,G8. Trapecio con lado(s) cóncavo(s),845,120405,No escau,Inexistent,Abrupte,Abrupte,Concau,Complet,Còncau pronunciat,Complet,Inexistent,Complet,No escau,No escau,Sílex Juràssic,No,,Té restes de colorant roig,NA,Esquerra,,No,C,No,,SIP,,,,Taprezoidal,,,
476,Cueva de la Cocina,1.68,0.85,0.26,,71.31,34.46,124.31,129.92,0,0,0.77,1.69,0.28,1942,8,Morat,1.43,0.78,6/3/2018,,,,No escau,Inexistent,Directa,Directa,Pericot,No escau,Inexistent,Continu,Continu,,100,Trapezi,G3. Trapecio asimétrico,TRa 9.1.2 Trapecio asimétrico,G6. Trapecio asimétrico,846,120405,No escau,Inexistent,Abrupte,Abrupte,Concau,Complet,Còncau suau,Complet,Inexistent,Complet,No escau,No escau,Sílex Local Cocina,No,,Té restes de colorant roig i està rubefactat,NA,Esquerra,,No,C,No,,SIP,,,,Taprezoidal,,,
477,Cueva de la Cocina,1.97,0.8,0.16,,33.45,49.68,145.67,131.2,0,0,0.99,2.33,0.83,1942,8,Gris,0.82,1.16,6/3/2018,,,,No escau,Inexistent,Directa,Directa,Pericot,No escau,Inexistent,Continu,Continu,,93.43,Trapezi,G5. Trapecio con un lado cóncavo,TRa 9.1.4 Trapecio con un lado cóncavo,G8. Trapecio con lado(s) cóncavo(s),845,120405,No escau,Inexistent,Abrupte,Abrupte,Rectilini,Incomplet,Còncau pronunciat,Complet,Inexistent,Complet,No escau,No escau,Sílex Juràssic,No,,Té restes de colorant roig,NA,Esquerra,,No,C,No,,SIP,,,,Taprezoidal,,,
478,Cueva de la Cocina,2.11,0.97,0.2,,46.72,50.89,127.22,135.17,0,0,1.14,2.1,0.64,1942,9,Crema,1.03,1.19,6/3/2018,,,,No escau,Inexistent,Directa,Directa,Pericot,No escau,Inexistent,Continu,Continu,,100,Trapezi,G2. Trapecio simétrico,TRa 9.1.1 Trapecio simétrico,G5. Trapecio simétrico,1038,120408,No escau,Inexistent,Abrupte,Abrupte,Rectilini,Complet,Còncau suau,Complet,Inexistent,Complet,No escau,No escau,Sílex Local Cocina,No,,Rubefactat,NA,Dreta,,No,C,No,,SIP,,,,Taprezoidal,,,
479,Cueva de la Cocina,1.56,1,0.15,,40.52,69.02,128.92,121.54,0,0,0.88,1.73,0.35,1942,Netejes,Crema,0.9,1.4,6/3/2018,,,,No escau,Inexistent,Directa,Directa,Pericot,No escau,Inexistent,Part trencada,Continu,,84.71,Trapezi,Indefinible,Indefinible,Indefinible,No en té,120367,No escau,Inexistent,Abrupte,Abrupte,Rectilini,Complet,Rectilini recte,Incomplet,Inexistent,Complet,No escau,No escau,Sílex,No,,,NA,Dreta,,No,Bajo las piedras de separación,No,,SIP,,,,Taprezoidal,,,
480,Cueva de la Cocina,2.02,0.99,0.25,,68.63,48.57,107.07,135.74,0,0,1.34,2.06,0.95,1942,Netejes,Blanc,1.14,1,6/3/2018,,,,No escau,Inexistent,Directa,Directa,Pericot,No escau,Inexistent,Continu,Continu,,99.11,Trapezi,G6. Trapecio con dos lados cóncavos,TRa 9.1.5 Trapecio con dos lados cóncavos,G8. Trapecio con lado(s) cóncavo(s),1029,120368,No escau,Inexistent,Abrupte,Abrupte,Concau,Incomplet,Còncau,Complet,Inexistent,Complet,No escau,No escau,Sílex,No,,,NA,Esquerra,,No,Bajo las piedras de separación,No,,SIP,,,,Taprezoidal,,,
481,Cueva de la Cocina,1.25,0.92,0.2,,56.54,86.83,118.35,98.29,0,0,0.75,1.23,0.67,1942,Netejes,Blanc,0.74,0.96,6/3/2018,,,,No escau,Inexistent,Directa,Directa,Pericot,No escau,Inexistent,Continu,Continu,,100,Trapezi,G4. Trapecio rectángulo o de Vielle,TRa 9.1.3 Trapecio rectángulo,G11. Trapecio rectángulo con lado menor rectilíneo o cóncavo,1029,120368,No escau,Inexistent,Abrupte,Abrupte,Concau,Complet,Rectilini regular,Complet,Inexistent,Complet,No escau,No escau,Sílex,No,,,NA,Dreta,,No,Bajo las piedras de separación,No,,SIP,,,,Taprezoidal,,,
482,Cueva de la Cocina,1.7,0.73,0.17,,51.84,33.49,128.55,146.13,0,0,0.78,1.98,0.45,1942,Netejes,Rosa,1.21,0.84,6/3/2018,,,,No escau,Inexistent,Directa,Directa,Pericot,No escau,Inexistent,Continu,Continu,,93.59,Trapezi,G2. Trapecio simétrico,TRa 9.1.1 Trapecio simétrico,G5. Trapecio simétrico,1078,120368,No escau,Inexistent,Abrupte,Abrupte,Rectilini,Complet,Rectilini regular,Incomplet,Inexistent,Complet,No escau,No escau,Sílex Rubefactat,No,,,NA,Esquerra,,No,Bajo las piedras de separación,No,,SIP,,,,Taprezoidal,,,
483,Cueva de la Cocina,1.49,1.02,0.22,,73.55,43.52,117.99,124.94,0,0,0.86,1.65,0.44,1942,Netejes,Melat,1.34,0.87,6/3/2018,,,,No escau,Inexistent,Directa,Part trencada,Pericot,No escau,Inexistent,Continu,Part trencada,,92.76,Trapezi,Indefinible,Indefinible,Indefinible,1079,120368,No escau,Inexistent,Abrupte,Part trencada,Part trencada,Incomplet,Còncau pronunciat,Complet,Inexistent,Complet,No escau,No escau,Sílex Rubefactat,No,,,NA,Esquerra,,No,Bajo las piedras de separación,No,,SIP,,,,Taprezoidal,,,
484,Cueva de la Cocina,1.89,0.71,0.21,,42.53,24.91,0,0,112.56,0,0.57,1.92,0,1942,Netejes,Melat,1.41,0.88,6/3/2018,,,,No escau,No escau,Directa,Directa,Pericot,No escau,No escau,Continu,Continu,,100,Triangle,G18. Triángulo con dos lados cóncavos (tipo Cocina),Ta 9.3.1 Triángulo isósceles,G3. Triángulo de retoque abrupto,1078,120368,No escau,No escau,Abrupte,Abrupte,Concau,Complet,Còncau pronunciat,Complet,No escau,No escau,No escau,No escau,Sílex Rubefactat,No,,,NA,Esquerra,,No,Bajo las piedras de separación,No,,SIP,,,,Pedunculat punta,,,
485,Cueva de la Cocina,1.56,0.97,0.14,,46.33,47.38,0,0,86.29,0,0.82,1.69,0,1942,Netejes,Crema,1.23,1.25,6/3/2018,,,,No escau,Inexistent,Directa,Directa,Pericot,No escau,Inexistent,Continu,Continu,,95.28,Trapezi,G6. Trapecio con dos lados cóncavos,TRa 9.1.5 Trapecio con dos lados cóncavos,G8. Trapecio con lado(s) cóncavo(s),1180,120375,No escau,Inexistent,Abrupte,Abrupte,Concau,Incomplet,Convex suau baix,Complet,No escau,No escau,No escau,No escau,Sílex Rubefactat,No,,,NA,Esquerra,,No,Tierra removida (rincón S),Sí,,SIP,,,,Pedunculat quadrat,,,
486,Cueva de la Cocina,1.87,0.72,0.34,,36.83,33.91,0,0,109.26,0,0.64,1.9,0,1942,Netejes,Marrò,1.21,1.12,6/3/2018,,,,No escau,No escau,Directa,Directa,Pericot,No escau,No escau,Continu,Continu,,100,Triangle,G18. Triángulo con dos lados cóncavos (tipo Cocina),Ta 9.3.1 Triángulo isósceles,G3. Triángulo de retoque abrupto,1180,120375,No escau,No escau,Abrupte,Abrupte,Concau,Complet,Irregular,Complet,No escau,No escau,No escau,No escau,Sílex Jaspoide,No,,,NA,Esquerra,,No,Tierra removida (rincón S),Sí,,SIP,,,,Pedunculat punta,,,
487,Cueva de la Cocina,1.85,0.86,0.26,,35.79,41.98,0,0,102.23,0,0.73,2.02,0,1942,Netejes,Gris,1.21,1.38,6/3/2018,,,,No escau,No escau,Directa,Directa,Pericot,No escau,No escau,Continu,Continu,,96.62,Triangle,G18. Triángulo con dos lados cóncavos (tipo Cocina),Ta 9.3.1 Triángulo isósceles,G3. Triángulo de retoque abrupto,Il.legible,120375,No escau,No escau,Abrupte,Abrupte,Concau,Complet,Còncau,Incomplet,No escau,No escau,No escau,No escau,Sílex Juràssic,No,,,NA,Dreta,,No,Tierra removida (rincón S),No,,SIP,,,,Pedunculat punta,,,
488,Cueva de la Cocina,1.87,0.78,0.22,,42.54,20.18,0,0,117.28,0,0.79,2.54,0,1942,Netejes,Gris,1.94,0.99,6/3/2018,,,,No escau,No escau,Directa,Directa,Pericot,No escau,No escau,Continu,Continu,,86.72,Triangle,G18. Triángulo con dos lados cóncavos (tipo Cocina),Ta 9.3.1 Triángulo isósceles,G3. Triángulo de retoque abrupto,Il.legible,120375,No escau,No escau,Abrupte,Abrupte,Irregular,Complet,Convex baix,Incomplet,No escau,No escau,No escau,No escau,Sílex Juràssic,No,,,NA,Esquerra,,No,Tierra removida (rincón S),No,,SIP,,,,Pedunculat punta,,,
489,Cueva de la Cocina,2.47,0.72,0.23,,23.59,31.46,0,0,124.95,0,0.91,2.47,0,1942,Netejes,Melat,1.21,1.57,6/3/2018,,,,No escau,No escau,Directa,Directa,Pericot,No escau,No escau,Continu,Continu,,100,Triangle,G18. Triángulo con dos lados cóncavos (tipo Cocina),Ta 9.3.1 Triángulo isósceles,G3. Triángulo de retoque abrupto,1180,120375,No escau,No escau,Abrupte,Abrupte,Concau,Complet,Còncau alt,Complet,No escau,No escau,No escau,No escau,Sílex Rubefactat,No,,,NA,Dreta,,No,Tierra removida (rincón S),No,,SIP,,,,Pedunculat punta,,,
490,Cueva de la Cocina,1.96,0.76,0.27,,38.76,33.57,0,0,107.67,0,0.75,1.99,0,1942,Netejes,Gris,1.31,1.15,6/3/2018,,,,No escau,Inexistent,Directa,Directa,Pericot,No escau,Inexistent,Continu,Continu,,100,Trapezi,G6. Trapecio con dos lados cóncavos,TRa 9.1.5 Trapecio con dos lados cóncavos,G8. Trapecio con lado(s) cóncavo(s),1180,120375,No escau,Inexistent,Abrupte,Abrupte,Concau,Complet,Còncau,Complet,No escau,No escau,No escau,No escau,Sílex Juràssic,No,,,NA,Esquerra,,No,Tierra removida (rincón S),No,,SIP,,,,Pedunculat quadrat,,,
