ID,Site,Length,Width,Thickness,Other typologies,Angle 1,Angle 2,Angle 3,Angle 4,Angle 5,Bow,Area,Long base,Short base,Campaign,Layer,Colour,Distal side length,Proximal side length,Date,Date BP,Calibrated date,Sd Date BP,Direction bow,Direction short base,Direction distal side,Direction proximal side,Excavated by,Extension bow,Extension short base,Extension distal side,Extension proximal side,Phase,Reliability,Broad Shape,Type Fortea,Type García-Puchol,Type Juan-Cabanilles,Original museum ID,Location museum ID,Inclination bow,Inclination short base,Inclination distal side,Inclination proximal side,Shape Proximal,Reliability proximal,Shape distal,Reliability distal,Shape short base,Reliability short base,Shape bow,Reliability bow,Raw material,Microburin,Archaeological level,Comments,Outline vertex,Orientation,Grid,Residual retouch,Sector,Symmetry,Sub-grid,Location,X,Y,Z,Vertex,X_geo,Y_geo,Z_geo
1,Cueva de la Cocina,1.74,0.87,0.3,,60.34,31.64,123.99,144.03,0,0,0.95,2.2,0.34,1942,1,Gris oscur,1.63,0.96,6/7/2017,,,,No escau,Inexistent,Directa,Directa,Pericot,No escau,Inexistent,Continu,Continu,,90.36,Trapezi,G3. Trapecio asimétrico,TRa 9.1.2 Trapecio asimétrico,G6. Trapecio asimétrico,1129,120369,No escau,Inexistent,Abrupte,Abrupte,Rectilini,Complet,Recte regular,Incomplet,Rectilini,Complet,No escau,No escau,Sílex,No,,,Triangular,Esquerra,,No,RSE,No,,SIP,,,,Taprezoidal,,,
2,Cueva de la Cocina,1.71,0.75,0.24,,31.01,34.83,146.42,147.73,0,0,0.77,2.26,0.29,1942,1,Gris,1.1,1.24,13/7/2017,,,,No escau,Inexistent,Directa,Directa,Pericot,No escau,Inexistent,Continu,Continu,,91.66,Trapezi,G3. Trapecio asimétrico,TRa 9.1.2 Trapecio asimétrico,G6. Trapecio asimétrico,1130,120369,No escau,Inexistent,Abrupte,Abrupte,Rectilini,Incomplet,Convex suau,Incomplet,Rectilini,Complet,No escau,No escau,Sílex,No,,Una part de la proximal està trencada,Triangular,Esquerra,,No,RSE,No,,SIP,,,,Taprezoidal,,,
3,Cueva de la Cocina,1.77,0.77,0.14,,37.18,59.81,143.19,119.82,0,0,0.78,1.77,0.6,1942,1,Gris clar,0.72,1.01,13/7/2017,,,,No escau,Directa,Directa,Directa,Pericot,No escau,Continu,Continu,Continu,,100,Trapezi,G8. Trapecio con la base pequeña retocada,TRa 9.1.7 Trapecio con la base pequeña retocada,G17. Trapecio con la base pequeña retocada,1128,120369,No escau,Abrupte/Simple,Abrupte,Abrupte,Rectilini,Complet,Convex suau,Complet,Convex,Complet,No escau,No escau,Sílex,No,,,Triangular,Dreta,,Si,RSE,No,,SIP,,,,Taprezoidal,,,
4,Cueva de la Cocina,2.12,0.63,0.25,,29.79,28.21,147.86,154.15,0,0,0.83,2.36,0.37,1942,1,Gris clar,1.15,1.12,13/7/2017,,,,No escau,Directa,Directa,Directa,Pericot,No escau,Continu,Continu,Continu,,97.24,Trapezi,G8. Trapecio con la base pequeña retocada,TRa 9.1.7 Trapecio con la base pequeña retocada,G17. Trapecio con la base pequeña retocada,1126,120369,No escau,Abrupte,Abrupte,Abrupte,Rectilini,Incomplet,Recte regular,Complet,Rectilini,Complet,No escau,No escau,Sílex,No,,,Triangular,Esquerra,,No,RSE,Sí,,SIP,,,,Taprezoidal,,,
5,Cueva de la Cocina,1.86,0.7,0.24,,49.04,29.14,0,0,101.81,0,0.81,1.85,0,1942,1,Ocre,1.43,0.92,13/7/2017,,,,No escau,No escau,Directa,Directa,Pericot,No escau,No escau,Continu,Continu,,100,Triangle,G14. Triángulo escaleno con el lado pequeño convexo,Ta 9.3.5 Triángulo escaleno con el lado pequeño convexo,G3. Triángulo de retoque abrupto,1126,120369,No escau,No escau,Abrupte,Abrupte,Convex,Complet,Convex suau,Complet,No escau,No escau,No escau,No escau,Sílex,No,,"- Els retocs de la base major pareixen d'ús- Les tipologia G14 de Fortea i Ta.9.3.5 de García Puchol ací són sensu lato, perquè el costat llarg també és convexe.",Triangular,Esquerra,,Si,RSE,No,,SIP,,,,Si,,,
6,Cueva de la Cocina,1.99,0.59,0.22,,35.83,39.11,0,0,0,2.76,0.76,2.47,0,1942,1,Gris clar,1.45,1.24,18/7/2017,,,,No escau,Directa,Directa,Directa,Pericot,No escau,Part trencada,Part trencada,Part trencada,,84.9,Segment,G1. Segmento o media luna,Sa 9.5 Segmento de retoque abrupto,G1. Segmento de retoque abrupto,1116,120369,No escau,Abrupte,Abrupte,Abrupte,Convex,No escau,Recte,No escau,Convex,No escau,Centrat suau,Incomplet,Sílex,No,,,Trapezoïdal,Dreta,,No,RSE,No,,SIP,,,,Segmentoide,,,
7,Cueva de la Cocina,1.86,0.59,0.18,,52.68,34.63,0,0,0,2.23,0.7,1.89,0,1942,1,Ocre,1.09,1.04,18/7/2017,,,,No escau,Directa,Directa,Directa,Pericot,No escau,Continu,Continu,Continu,,100,Segment,G1. Segmento o media luna,Sa 9.5 Segmento de retoque abrupto,G1. Segmento de retoque abrupto,1116,120369,No escau,Abrupte,Abrupte,Abrupte,Convex,No escau,Convex,No escau,Convex,No escau,Centrat suau,Complet,Sílex,No,,,Segmentoïde,Esquerra,,No,RSE,No,,SIP,,,,Segmentoide,,,
8,Cueva de la Cocina,1.96,0.59,0.27,,34.57,30.64,141.75,153.04,0,0,0.83,2.33,0.64,1942,1,Gris,1.02,0.99,18/7/2017,,,,No escau,Inexistent,Directa,Directa,Pericot,No escau,Inexistent,Continu,Continu,,96.4,Trapezi,G5. Trapecio con un lado cóncavo,TRa 9.1.4 Trapecio con un lado cóncavo,G8. Trapecio con lado(s) cóncavo(s),1131,120369,No escau,Inexistent,Abrupte/Simple,Abrupte,Rectilini,Incomplet,Recte regular,Incomplet,Rectilini,Complet,No escau,No escau,Sílex,No,,- El retoc del costat distal és molt marginal (jo el pose com a retoc perquè ho diu Ximo...),Trapezoïdal,Esquerra,,No,RSE,No,,SIP,,,,Taprezoidal,,,
9,Cueva de la Cocina,2.18,0.45,0.22,,27.81,29.56,0,0,0,2.86,0.68,2.65,0,1942,1,Gris,1.34,1.46,18/7/2017,,,,No escau,Directa,Directa,Directa,Pericot,No escau,Continu,Continu,Continu,,95.75,Segment,G1. Segmento o media luna,Sa 9.5 Segmento de retoque abrupto,G1. Segmento de retoque abrupto,1116,120369,No escau,Abrupte,Abrupte,Abrupte,Convex,No escau,Convex pronunciat,No escau,Convex,No escau,Centrat suau,Incomplet,Sílex,No,,,Trapezoïdal,Esquerra,,Si,RSE,Sí,,SIP,,,,Segmentoide,,,
10,Cueva de la Cocina,2.29,0.54,0.28,,31.26,43.54,0,0,0,2.55,0.89,2.31,0,1942,1,Blanc,1.16,1.3,18/7/2017,,,,No escau,Directa,Directa,Directa,Pericot,No escau,Continu,Continu,Continu,,100,Segment,G1. Segmento o media luna,Sa 9.5 Segmento de retoque abrupto,G1. Segmento de retoque abrupto,1116,120369,No escau,Abrupte,Abrupte,Abrupte,Convex,No escau,Convex,No escau,Convex,No escau,Centrat suau,Complet,Sílex,No,,,Segmentoïde,Dreta,,No,RSE,No,,SIP,,,,Segmentoide,,,
11,Cueva de la Cocina,2.22,0.79,0.32,,50.21,41.88,0,0,0,2.69,1.27,2.22,0,1942,1,Ocre,1.24,1.28,18/7/2017,,,,No escau,Doble bisell,Doble bisell,Doble bisell,Pericot,No escau,Continu,Continu,Continu,,100,Segment,G1. Segmento o media luna,Ss 9.6 Segmento de doble bisel,G2. Segmento de retoque en doble bisel,1116,120369,No escau,Oblicu,Oblicu,Oblicu,Convex,No escau,Convex pronunciat,No escau,Convex,No escau,Centrat abrupte,Complet,Sílex,No,,,Trapezoïdal,Esquerra,,Si,RSE,Sí,,SIP,,,,Segmentoide,,,
12,Cueva de la Cocina,3.2,0.59,0.37,,43.36,23.14,0,0,0,3.39,1.23,3.15,0,1942,1,Gris oscur,2.25,1.06,18/7/2017,,,,No escau,Directa,Directa,Directa,Pericot,No escau,Continu,Continu,Continu,,100,Segment,G1. Segmento o media luna,Sa 9.5 Segmento de retoque abrupto,G1. Segmento de retoque abrupto,1145,120370,No escau,Abrupte,Abrupte,Abrupte,Convex,No escau,Convex,No escau,Convex,No escau,Suau esquerra,Complet,Sílex,No,,,Trapezoïdal,Esquerra,,No,RSE,No,,SIP,,,,Segmentoide,,,
13,Cueva de la Cocina,2.46,0.65,0.32,,32.98,38.87,0,0,0,2.95,1.13,2.65,0,1942,1,Rosa,1.48,1.39,18/7/2017,,,,No escau,Inversa,Inversa,Inversa,Pericot,No escau,Continu,Continu,Continu,,95.69,Segment,G1. Segmento o media luna,Sa 9.5 Segmento de retoque abrupto,G1. Segmento de retoque abrupto,1145,120370,No escau,Abrupte,Abrupte,Abrupte,Convex,No escau,Convex,No escau,Convex,No escau,Centrat abrupte,Incomplet,Sílex,No,,"- En la cara frontal de l'arc te un retoc directe molt marginal, però no es pot considerar que siga doble bisell",Segmentoïde,Dreta,,No,RSE,No,,SIP,,,,Segmentoide,,,
14,Cueva de la Cocina,2.58,0.68,0.34,,35.85,20.13,145.91,158.11,0,0,1.07,2.61,0.32,1942,1,Crema,1.63,0.94,18/7/2017,,,,No escau,Inversa,Inversa,Inversa,Pericot,No escau,Continu,Continu,Continu,,100,Trapezi,G3. Trapecio asimétrico,TRa 9.1.2 Trapecio asimétrico,G6. Trapecio asimétrico,1145,120370,No escau,Abrupte,Abrupte,Abrupte,Rectilini,Complet,Convex suau,Complet,Rectilini,Complet,No escau,No escau,Sílex,No,,,Triangular,Esquerra,,No,RSE,No,,SIP,,,,Taprezoidal,,,
15,Cueva de la Cocina,2.22,0.58,0.19,,24.51,27.98,0,0,127.51,0,0.76,2.24,0,1942,1,Gris clar,1.17,1.32,17/10/2017,,,,No escau,No escau,Directa,Directa,Pericot,No escau,No escau,Continu,Continu,,100,Triangle,G9. Triángulo isósceles,Ta 9.3.1 Triángulo isósceles,G3. Triángulo de retoque abrupto,1145,120370,No escau,No escau,Abrupte,Abrupte,Convex suau,Complet,Recte regular,Complet,No escau,No escau,No escau,No escau,Sílex,No,,,Triangular,Dreta,,Si,RSE,No,,SIP,,,,Si,,,
16,Cueva de la Cocina,1.94,0.84,0.19,,38.9,36.51,142.44,142.15,0,0,1.01,2.34,0.52,1942,1,Gris,1.19,1.11,17/10/2017,,,,No escau,Inexistent,Directa,Directa,Pericot,No escau,Inexistent,Continu,Part trencada,,92.15,Trapezi,G6. Trapecio con dos lados cóncavos,TRa 9.1.5 Trapecio con dos lados cóncavos,G8. Trapecio con lado(s) cóncavo(s),1187,120370,No escau,Inexistent,Abrupte,Abrupte,Concau alt,Incomplet,Còncau suau alt,Complet,Rectilini,Complet,No escau,No escau,Sílex,No,,,Trapezoïdal,Esquerra,,No,RSE,Sí,,SIP,,,,Taprezoidal,,,
17,Cueva de la Cocina,1.85,0.87,0.25,,35.25,38.98,0,0,105.77,0,0.76,2.29,0,1942,1,Rosa,1.38,1.5,17/10/2017,,,,No escau,No escau,Directa,Directa,Pericot,No escau,No escau,Part trencada,Continu,,93.08,Triangle,G18. Triángulo con dos lados cóncavos (tipo Cocina),Ta 9.3.1 Triángulo isósceles,G3. Triángulo de retoque abrupto,1147,120370,No escau,No escau,Abrupte,Abrupte,Concau,Incomplet,Còncau pronunciat,Incomplet,No escau,No escau,No escau,No escau,Sílex,No,,,Pedunculat arrodonit,Esquerra,,No,RSE,No,,SIP,,,,Pedunculat punta,,,
18,Cueva de la Cocina,2.06,0.37,0.29,,40.02,22.28,0,0,0,2.2,0.54,2.06,0,1942,1,Gris,1.16,0.99,17/10/2017,,,,No escau,Inversa,Inversa,Inversa,Pericot,No escau,Continu,Continu,Continu,,100,Segment,G1. Segmento o media luna,Sa 9.5 Segmento de retoque abrupto,G1. Segmento de retoque abrupto,1145,120370,No escau,Abrupte,Abrupte,Abrupte,Convex,No escau,Recte,No escau,Convex,No escau,Suau esquerra,Complet,Sílex,No,,,Trapezoïdal,Esquerra,,No,RSE,No,,SIP,,,,Segmentoide,,,
19,Cueva de la Cocina,1.73,0.58,0.24,,34.97,29.8,0,0,0,1.92,0.67,1.75,0,1942,1,Crema,0.98,0.91,17/10/2017,,,,No escau,Directa,Directa,Directa,Pericot,No escau,Continu,Microburi,Continu,,100,Segment,G1. Segmento o media luna,Sa 9.5 Segmento de retoque abrupto,G1. Segmento de retoque abrupto,1144,120370,No escau,Abrupte,Abrupte,Abrupte,Convex,No escau,Convex suau,No escau,Convex,No escau,Centrat suau,Complet,Sílex,Si,,,Segmentoïde,Esquerra,,Si,RSE,Sí,,SIP,,,,Segmentoide,,,
20,Cueva de la Cocina,2.25,0.56,0.27,,20.48,25.39,0,0,0,3.79,0.91,3.61,0,1942,1,Gris,1.09,2.67,17/10/2017,,,,No escau,Directa,Directa,Directa,Pericot,No escau,Part trencada,Part trencada,Part trencada,,70.47,Segment,G1. Segmento o media luna,Sa 9.5 Segmento de retoque abrupto,G1. Segmento de retoque abrupto,1105,120370,No escau,Abrupte,Abrupte,Abrupte,Convex,No escau,Recte regular,No escau,Convex,No escau,Part trencada,Incomplet,Sílex,No,,,Trapezoïdal,Esquerra,,No,RSE,No,,SIP,,,,Segmentoide,,,
21,Cueva de la Cocina,1.98,0.81,0.24,,42.56,26.68,0,0,110.76,0,0.77,2.43,0,1942,1,Gris,1.76,1.17,17/10/2017,,,,No escau,No escau,Directa,Directa,Pericot,No escau,No escau,Continu,Continu,,95.25,Triangle,G18. Triángulo con dos lados cóncavos (tipo Cocina),Ta 9.3.1 Triángulo isósceles,G3. Triángulo de retoque abrupto,1105,120370,No escau,No escau,Abrupte,Abrupte,Concau,Complet,Trencat,Incomplet,No escau,No escau,No escau,No escau,Sílex,No,,,Triangular,Esquerra,,No,RSE,No,,SIP,,,,Pedunculat arrodonit,,,
22,Cueva de la Cocina,2.32,0.54,0.31,,19.11,20.55,0,0,140.34,0,0.76,2.69,0,1942,1,Crema,1.38,1.48,17/10/2017,,,,No escau,No escau,Directa,Directa,Pericot,No escau,No escau,Continu,Continu,,93.24,Triangle,G10. Triángulo isósceles alargado,Ta 9.3.2 Triángulo isósceles alargado,G3. Triángulo de retoque abrupto,1147,120370,No escau,No escau,Abrupte,Abrupte,Rectilini,Incomplet,Trencat,Complet,No escau,No escau,No escau,No escau,Sílex,No,,,Triangular,Esquerra,,No,RSE,Sí,,SIP,,,,Si,,,
23,Cueva de la Cocina,1.73,0.89,0.22,,34.27,46.91,0,0,98.81,0,0.65,2,0,1942,1,Gris,1.14,1.48,17/10/2017,,,,No escau,No escau,Directa,Directa,Pericot,No escau,No escau,Microburi,Continu,,96.77,Triangle,G18. Triángulo con dos lados cóncavos (tipo Cocina),Ta 9.3.1 Triángulo isósceles,G3. Triángulo de retoque abrupto,1163,120370,No escau,No escau,Abrupte,Abrupte,Concau,Incomplet,Trencat,Incomplet,No escau,No escau,No escau,No escau,Sílex,Si,,,Triangular,Dreta,,No,RSE,No,,SIP,,,,Pedunculat punta,,,
24,Cueva de la Cocina,1.8,0.58,0.28,,49.44,32.11,0,0,0,2.11,0.63,1.83,0,1942,1,Melat,1.14,0.92,17/10/2017,,,,No escau,Inversa,Inversa,Inversa,Pericot,No escau,Continu,Continu,Continu,,100,Segment,G1. Segmento o media luna,Sa 9.5 Segmento de retoque abrupto,G1. Segmento de retoque abrupto,1144,120370,No escau,Abrupte,Abrupte,Abrupte,Convex,No escau,Trencat,No escau,Convex,No escau,Suau esquerra,Complet,Sílex,No,,,Triangular,Esquerra,,No,RSE,No,,SIP,,,,Segmentoide,,,
25,Cueva de la Cocina,2.53,0.44,0.32,,31.68,24.51,0,0,0,2.7,0.79,2.52,0,1942,1,Crema,1.52,1.12,17/10/2017,,,,No escau,Directa,Directa,Directa,Pericot,No escau,Continu,Continu,Continu,,100,Segment,G1. Segmento o media luna,Sa 9.5 Segmento de retoque abrupto,G1. Segmento de retoque abrupto,1145,120370,No escau,Abrupte,Abrupte,Abrupte,Convex,No escau,Trencat,No escau,Convex,No escau,Centrat suau,Complet,Sílex,No,,,Trapezoïdal,Esquerra,,No,RSE,No,,SIP,,,,Segmentoide,,,
26,Cueva de la Cocina,1.92,0.58,0.22,,20.72,19.19,0,0,0,3.01,0.74,2.88,0,1942,1,Ocre,1.58,1.41,7/11/2017,,,,No escau,Directa,Directa,Directa,Pericot,No escau,Part trencada,Part trencada,Part trencada,,74.77,Segment,G1. Segmento o media luna,Sa 9.5 Segmento de retoque abrupto,G1. Segmento de retoque abrupto,1145,120370,No escau,Abrupte,Abrupte,Abrupte,Convex,No escau,Trencat,No escau,Convex,No escau,Part trencada,Incomplet,Sílex,No,,,Triangular,Esquerra,,Si,RSE,Sí,,SIP,,,,Segmentoide,,,
27,Cueva de la Cocina,2.11,0.58,0.2,,41.23,26.93,0,0,0,2.42,0.82,2.16,0,1942,1,Crema,1.38,1,7/11/2017,,,,No escau,Directa,Directa,Directa,Pericot,No escau,Continu,Continu,Continu,,100,Segment,G1. Segmento o media luna,Sa 9.5 Segmento de retoque abrupto,G1. Segmento de retoque abrupto,1145,120370,No escau,Abrupte,Abrupte,Abrupte,Convex,No escau,Trencat,No escau,Convex,No escau,Suau esquerra,Complet,Sílex,No,,,Segmentoïde,Esquerra,,No,RSE,No,,SIP,,,,Segmentoide,,,
28,Cueva de la Cocina,2.27,0.53,0.26,,24.26,35.78,0,0,0,2.8,0.9,2.59,0,1942,1,Ocre,1.08,1.68,7/11/2017,,,,No escau,Directa,Directa,Directa,Pericot,No escau,Continu,Continu,Continu,,97.08,Segment,G1. Segmento o media luna,Sa 9.5 Segmento de retoque abrupto,G1. Segmento de retoque abrupto,1145,120370,No escau,Abrupte,Abrupte,Abrupte,Convex,No escau,Trencat,No escau,Convex,No escau,Centrat suau,Incomplet,Sílex,No,,,Segmentoïde,Dreta,,No,RSE,No,,SIP,,,,Segmentoide,,,
29,Cueva de la Cocina,2.91,0.82,0.65,,33.75,26.56,0,0,0,3.44,1.49,3.14,0,1942,1,Gris oscur,1.83,1.58,7/11/2017,,,,No escau,Inversa,Inversa,Inversa,Pericot,No escau,Continu,Continu,Continu,,100,Trapezi,G7. Trapecio con un lado convexo,TRa 9.1.6 Trapecio con un lado convexo,G10. Trapecio con lado(s) convexo(s),1451,120370,No escau,Abrupte,Abrupte,Abrupte,Convex,No escau,Trencat,No escau,Rectilini,No escau,No escau,Complet,Sílex,No,,"És una peça molt partiular, perquè la base menor és molt ampla i el retoc està poc definit",Triangular,Esquerra,,No,RSE,Sí,,SIP,,,,Taprezoidal,,,
30,Cueva de la Cocina,2.13,0.94,0.22,,41.58,34.68,137.55,146.19,0,0,0.96,2.76,0.36,1942,1,Crema,1.64,1.41,7/11/2017,,,,No escau,Directa,Directa,Directa,Pericot,No escau,Continu,Continu,Continu,,73.13,Trapezi,G6. Trapecio con dos lados cóncavos,Indefinible,G8. Trapecio con lado(s) cóncavo(s),1146,120370,No escau,Oblicu,Abrupte,Oblicu,Concau,Incomplet,Trencat,Complet,Rectilini,Complet,No escau,No escau,Sílex,No,,El costat proximal i la base major estan massa trencats com per a que les mesures que els afecten puguen servir per a algo,Trapezoïdal,Esquerra,,No,RSE,No,,SIP,,,,Taprezoidal,,,
31,Cueva de la Cocina,2.11,0.56,0.28,,32.81,35.28,0,0,0,2.32,0.74,2.1,0,1942,1,Ocre,1.06,1.23,7/11/2017,,,,No escau,Directa,Directa,Directa,Pericot,No escau,Continu,Continu,Continu,,100,Segment,G1. Segmento o media luna,Sa 9.5 Segmento de retoque abrupto,G1. Segmento de retoque abrupto,1165,120370,No escau,Abrupte,Abrupte,Abrupte,Convex,No escau,Trencat,No escau,Convex,No escau,Centrat suau,Complet,Sílex,No,,,Triangular,Dreta,,No,RSE,No,,SIP,,,,Segmentoide,,,
32,Cueva de la Cocina,2.47,0.51,0.31,,24.25,27.51,0,0,0,3.05,0.9,2.91,0,1942,1,Ocre,1.39,1.63,7/11/2017,,,,No escau,Bipolar,Bipolar,Bipolar,Pericot,No escau,Continu,Continu,Continu,,92.49,Segment,G1. Segmento o media luna,Sa 9.5 Segmento de retoque abrupto,G1. Segmento de retoque abrupto,1144,120370,No escau,Abrupte,Abrupte,Abrupte,Convex,No escau,Trencat,No escau,Convex,No escau,Centrat suau,Incomplet,Sílex Jaspoide,No,,,Trapezoïdal,Dreta,,No,RSE,No,,SIP,,,,Segmentoide,,,
33,Cueva de la Cocina,2.07,0.53,0.31,,27.8,24.23,0,0,127.97,0,0.63,2.08,0,1942,1,Gris,1.23,1.08,7/11/2017,,,,No escau,No escau,Directa,Directa,Pericot,No escau,No escau,Continu,Continu,,100,Triangle,G9. Triángulo isósceles,Ta 9.3.1 Triángulo isósceles,G3. Triángulo de retoque abrupto,1145,120370,No escau,No escau,Abrupte,Abrupte,Rectilini,Complet,Trencat,Complet,No escau,No escau,No escau,No escau,Sílex,No,,No està clar que el retoc de la part proximal siga bipolar. És possible que la xicoteta mosa siga natural,Trapezoïdal,Esquerra,,No,RSE,No,,SIP,,,,Si,,,
34,Cueva de la Cocina,1.96,0.76,0.26,,51.4,43.06,0,0,0,3.1,1.07,2.54,0,1942,1,Melat,1.63,1.34,7/11/2017,,,,No escau,Directa,Directa,Directa,Pericot,No escau,Part trencada,Part trencada,Part trencada,,80.47,Segment,G1. Segmento o media luna,Sa 9.5 Segmento de retoque abrupto,G1. Segmento de retoque abrupto,1142,120370,No escau,Abrupte,Abrupte,Abrupte,Convex,No escau,Trencat,No escau,Convex,No escau,Centrat abrupte,Incomplet,Sílex,No,,,Segmentoïde,Esquerra,,No,RSE,No,,SIP,,,,Segmentoide,,,
35,Cueva de la Cocina,2.52,0.58,0.24,,16.16,32.66,0,0,131.18,0,0.83,2.55,0,1942,1,Melat,0.94,1.83,7/11/2017,,,,No escau,No escau,Directa,Directa,Pericot,No escau,No escau,Continu,Continu,,100,Triangle,G15. Triángulo escaleno alargado con el lado pequeño convexo,Ta 9.3.6 Triángulo escaleno alargado con el lado pequeño convexo,G3. Triángulo de retoque abrupto,1145,120370,No escau,No escau,Abrupte,Abrupte,Rectilini,Complet,Trencat,Complet,No escau,No escau,No escau,No escau,Sílex,No,,"NOTA SOBRE LES TIPOLOGIES DE BINDER: Encara que els tipus 40, 41 i 42 de Binder no tenen subtipus b, nosaltres sí que estem emprant-los, perquè ens apareixen eixes tipologies, però amb triangle",Triangular,Dreta,,No,RSE,No,,SIP,,,,Si,,,
36,Cueva de la Cocina,2.17,0.55,0.2,,24.91,20.79,156.74,157.55,0,0,0.9,2.67,0.58,1942,1,Rosa,1.25,1.01,7/11/2017,,,,No escau,Inversa,Inversa,Inversa,Pericot,No escau,Continu,Continu,Continu,,93.02,Trapezi,G2. Trapecio simétrico,TRa 9.1.1 Trapecio simétrico,G5. Trapecio simétrico,1145,120370,No escau,Abrupte,Abrupte,Abrupte,Rectilini,Complet,Trencat,Incomplet,Rectilini,Complet,No escau,No escau,Sílex,No,,Presenta una xicoteta fractura en el costat distalNo està del tot clar que els retocs siguen inversos,Segmentoïde,Esquerra,,Si,RSE,No,,SIP,,,,Taprezoidal,,,
37,Cueva de la Cocina,2.06,0.55,0.25,,28.5,23.47,0,0,0,2.82,0.77,2.64,0,1942,1,Melat,1.56,1.25,7/11/2017,,,,No escau,Directa,Directa,Directa,Pericot,No escau,Part trencada,Part trencada,Part trencada,,81.63,Segment,G1. Segmento o media luna,Sa 9.5 Segmento de retoque abrupto,G1. Segmento de retoque abrupto,1145,120370,No escau,Abrupte,Abrupte,Abrupte,Convex,No escau,Trencat,No escau,Convex,No escau,Centrat suau,Incomplet,Sílex,No,,,Trapezoïdal,Esquerra,,No,RSE,No,,SIP,,,,Segmentoide,,,
38,Cueva de la Cocina,1.92,0.71,0.4,,25.93,30.64,0,0,123.42,0,0.85,2.48,0,1942,1,Crema,1.3,1.51,7/11/2017,,,,No escau,Inversa,Indefinit,Inversa,Pericot,No escau,Continu,Indefinit,Microburi,,87.58,Triangle,G9. Triángulo isósceles,Ta 9.3.1 Triángulo isósceles,G3. Triángulo de retoque abrupto,1145,120370,No escau,Abrupte,Abrupte,Abrupte,Microburi,Complet,Trencat,Incomplet,No escau,No escau,No escau,No escau,Sílex,Si,,,Triangular,Esquerra,,No,RSE,No,,SIP,,,,Si,,,
39,Cueva de la Cocina,1.65,0.67,0.28,,17.93,30.92,0,0,131.15,0,0.75,2.56,0,1942,1,Melat,1.05,1.75,7/11/2017,,,,No escau,Inversa,Bipolar,Inversa,Pericot,No escau,Continu,Microburi,Part trencada,,73.82,Triangle,Indefinible,Indefinible,Indefinible,1146,120370,No escau,Abrupte,Abrupte,Abrupte,Part trencada,Incomplet,Trencat,Complet,No escau,No escau,No escau,No escau,Sílex,Si,,,Trapezoïdal,Dreta,,No,RSE,No,,SIP,,,,Si,,,
40,Cueva de la Cocina,1.41,0.64,0.27,,32.75,28.71,0,0,0,2.79,0.55,2.53,0,1942,1,Gris,1.41,1.35,7/11/2017,,,,No escau,Inversa,Inversa,Inversa,Pericot,No escau,Part trencada,Part trencada,Part trencada,,68.1,Segment,G1. Segmento o media luna,Sa 9.5 Segmento de retoque abrupto,G1. Segmento de retoque abrupto,1167,120370,No escau,Abrupte,Abrupte,Abrupte,Convex,No escau,Trencat,No escau,Convex,No escau,Part trencada,Incomplet,Sílex,No,,Falta la meitat de la peça,Trapezoïdal,Esquerra,,No,RSE,Sí,,SIP,,,,Segmentoide,,,
41,Cueva de la Cocina,2.12,0.78,0.22,,31.41,30.86,0,0,117.73,0,0.86,2.5,0,1942,1,Ocre/melat,1.47,1.45,9/11/2017,,,,No escau,No escau,Directa,Directa,Pericot,No escau,No escau,Continu,Continu,,95.56,Triangle,G18. Triángulo con dos lados cóncavos (tipo Cocina),Ta 9.3.1 Triángulo isósceles,G3. Triángulo de retoque abrupto,1147,120370,No escau,No escau,Abrupte,Abrupte,Concau,Incomplet,Trencat,Complet,No escau,No escau,No escau,No escau,Sílex Jaspoide,No,,El costat proximal pràcticament no aprofita per a mesures,Pedunculat arrodonit,Dreta,,No,RSE,Sí,,SIP,,,,Pedunculat punta,,,
42,Cueva de la Cocina,1.86,0.83,0.21,,40.71,38.49,0,0,100.8,0,0.91,1.82,0,1942,1,Gris,1.21,1.16,9/11/2017,,,,No escau,No escau,Directa,Inversa,Pericot,No escau,No escau,Continu,Continu,,100,Triangle,G9. Triángulo isósceles,Ta 9.3.1 Triángulo isósceles,G3. Triángulo de retoque abrupto,1146,120370,No escau,No escau,Abrupte,Semiabrupte,Rectilini,Complet,Trencat,Complet,No escau,No escau,No escau,No escau,Sílex,No,,,Triangular,Esquerra,,No,RSE,Sí,,SIP,,,,Si,,,
43,Cueva de la Cocina,1.65,0.8,0.25,,42.02,29.98,0,0,107.99,0,0.7,2.13,0,1942,1,Gris clar,1.5,1.12,9/11/2017,,,,No escau,Directa,Inversa,Directa,Pericot,No escau,Continu,Continu,Continu,,84.38,Trapezi,G6. Trapecio con dos lados cóncavos,TRa 9.1.5 Trapecio con dos lados cóncavos,G3. Triángulo de retoque abrupto,1145,120370,No escau,Oblicu,Abrupte,Abrupte,Concau alt,Complet,Trencat,Incomplet,Rectilini,No escau,No escau,No escau,Sílex,No,,,Triangular,Esquerra,,No,RSE,No,,SIP,,,,No,,,
